invoice_no;invoice_date;customer_id;gender;age;category;quantity;selling_price_per_unit;cost_price_per_unit;payment_method;region;state;shopping_mall
I112291;10/30/2016 10:52;C898405;Female;48;Food & Beverage;1;5.23;3.661;Credit Card;South;Florida;Istinye Park
I402983;10/30/2016 10:52;C372643;Male;27;Technology;1;1050;945;Debit Card;South;Florida;Kanyon
I155076;10/30/2016 10:52;C195626;Female;22;Toys;5;179.2;143.36;Credit Card;South;Florida;Kanyon
I204056;10/30/2016 10:53;C622748;Female;54;Clothing;4;1200.32;1140.304;Credit Card;South;Florida;Metropol AVM
I218385;10/30/2016 10:53;C290280;Female;51;Toys;1;35.84;25.088;Cash;West;Oregon;Metrocity
I198698;10/30/2016 10:53;C281268;Female;29;Clothing;1;300.08;225.06;Debit Card;Central;Illinois;Metropol AVM
I428118;10/30/2016 10:53;C826744;Female;44;Shoes;2;1200.34;1080.306;Credit Card;Central;Illinois;Kanyon
I204147;10/30/2016 10:53;C252021;Female;20;Shoes;3;1800.51;1620.459;Credit Card;Central;Illinois;Kanyon
I361028;10/30/2016 10:54;C647656;Female;59;Shoes;2;1200.34;1080.306;Cash;Central;Illinois;Metrocity
I915945;10/30/2016 10:54;C250065;Female;23;Clothing;4;1200.32;1140.304;Credit Card;Central;Illinois;Metropol AVM
I165461;10/30/2016 10:54;C230766;Female;25;Clothing;1;300.08;225.06;Credit Card;Central;Illinois;Zorlu Center
I762381;10/30/2016 10:54;C243515;Male;63;Shoes;1;600.17;450.1275;Cash;Central;Illinois;Kanyon
I818298;10/30/2016 10:55;C204632;Male;21;Clothing;5;1500.4;1425.38;Debit Card;Central;Iowa;Kanyon
I261290;10/30/2016 10:55;C252598;Female;56;Clothing;3;900.24;675.18;Credit Card;Central;Iowa;Istinye Park
I215578;10/30/2016 10:55;C866033;Male;39;Cosmetics;8;81.32;76.924;Credit Card;Central;Iowa;Kanyon
I136666;10/30/2016 10:55;C288416;Male;50;Food & Beverage;2;10.46;7.322;Credit Card;Central;Iowa;Mall of Istanbul
I120948;10/30/2016 10:56;C340089;Female;54;Shoes;4;2400.68;2280.646;Debit Card;Central;Iowa;Mall of Istanbul
I173679;10/30/2016 10:56;C555040;Male;27;Technology;3;3150;2677.5;Credit Card;West;Oregon;Viaport Outlet
I638275;10/30/2016 10:56;C809281;Male;56;Clothing;5;1500.4;1425.38;Credit Card;West;Oregon;Zorlu Center
I551237;10/30/2016 10:56;C375325;Female;53;Clothing;4;1200.32;1140.304;Cash;West;Oregon;Metropol AVM
I239285;10/30/2016 10:56;C155335;Female;62;Cosmetics;3;121.98;91.485;Credit Card;East;New York;Viaport Outlet
I723062;10/30/2016 10:57;C225051;Female;42;Clothing;4;1200.32;1140.304;Credit Card;East;New York;Kanyon
I353329;10/30/2016 10:57;C635016;Female;68;Toys;2;71.68;50.176;Credit Card;Central;Illinois;Metrocity
I321920;10/30/2016 10:57;C165705;Male;27;Clothing;4;1200.32;1140.304;Cash;Central;Illinois;Mall of Istanbul
I176115;10/30/2016 10:57;C709571;Male;39;Cosmetics;4;162.64;130.112;Cash;Central;Illinois;Viaport Outlet
I251743;10/30/2016 10:58;C851508;Male;44;Toys;3;107.52;80.64;Debit Card;Central;Illinois;Kanyon
I964173;10/30/2016 10:58;C184126;Female;52;Clothing;3;900.24;675.18;Debit Card;East;New York;Zorlu Center
I334389;10/30/2016 10:58;C233642;Female;19;Cosmetics;2;81.32;56.924;Cash;East;New York;Mall of Istanbul
I251855;10/30/2016 10:58;C258410;Female;68;Cosmetics;3;121.98;91.485;Credit Card;East;New York;Istinye Park
I985808;10/30/2016 10:59;C270667;Male;22;Books;5;75.75;56.8125;Cash;Central;Texas;Zorlu Center
I224565;10/30/2016 10:59;C321527;Male;61;Shoes;1;600.17;450.1275;Cash;Central;Texas;Zorlu Center
I239703;10/30/2016 10:59;C109489;Male;23;Food & Beverage;3;15.69;10.983;Credit Card;Central;Texas;Kanyon
I156413;10/30/2016 10:59;C103824;Male;34;Cosmetics;5;203.3;162.64;Debit Card;Central;Illinois;Metrocity
I158683;10/30/2016 11:00;C126571;Female;33;Souvenir;2;23.46;16.422;Debit Card;West;Oregon;Metrocity
I983860;10/30/2016 11:00;C169676;Female;60;Shoes;1;600.17;450.1275;Credit Card;South;North Carolina;Metropol AVM
I119809;10/30/2016 11:00;C321889;Female;24;Food & Beverage;1;5.23;3.661;Debit Card;East;Massachusetts;Zorlu Center
I319942;10/30/2016 11:00;C212128;Male;53;Cosmetics;5;203.3;162.64;Debit Card;East;Ohio;Mall of Istanbul
I133278;10/30/2016 11:00;C301271;Male;22;Clothing;3;900.24;775.18;Credit Card;East;Ohio;Metrocity
I252084;10/30/2016 11:01;C221995;Male;50;Souvenir;4;46.92;55.19;Cash;West;Oregon;Metrocity
I182889;10/30/2016 11:01;C318802;Male;49;Clothing;2;600.16;450.12;Credit Card;West;Oregon;Metrocity
I106271;10/30/2016 11:01;C263812;Male;31;Clothing;1;300.08;225.06;Debit Card;West;Oregon;Mall of Istanbul
I112481;10/30/2016 11:01;C321609;Male;29;Food & Beverage;5;26.15;19.6125;Cash;West;Oregon;Istinye Park
I240751;10/30/2016 11:02;C666013;Female;52;Food & Beverage;1;5.23;3.661;Credit Card;West;Oregon;Kanyon
I282789;10/30/2016 11:02;C172185;Female;67;Cosmetics;12;81.32;76.924;Cash;West;Idaho;Istinye Park
I676291;10/30/2016 11:02;C150463;Female;50;Food & Beverage;2;10.46;7.322;Cash;East;Pennsylvania;Metropol AVM
I827069;10/30/2016 11:02;C274529;Female;58;Toys;5;179.2;143.36;Cash;East;Pennsylvania;Mall of Istanbul
I242823;10/30/2016 11:03;C242659;Female;50;Clothing;4;1200.32;1140.304;Debit Card;East;Pennsylvania;Metropol AVM
I208631;10/30/2016 11:03;C194451;Female;68;Technology;2;2100;1890;Credit Card;East;Pennsylvania;Kanyon
I139308;10/30/2016 11:03;C252600;Female;59;Souvenir;2;23.46;16.422;Credit Card;Central;Texas;Zorlu Center
I177201;10/30/2016 11:03;C309645;Female;66;Clothing;5;1500.4;1425.38;Cash;Central;Texas;Viaport Outlet
I263818;10/30/2016 11:03;C336232;Male;69;Souvenir;4;46.92;35.19;Cash;West;Oregon;Zorlu Center
I174966;10/30/2016 11:04;C325906;Male;27;Food & Beverage;5;26.15;19.6125;Cash;West;Oregon;Mall of Istanbul
I186896;10/30/2016 11:04;C138755;Female;52;Toys;1;35.84;25.088;Credit Card;West;Oregon;Zorlu Center
I207465;10/30/2016 11:04;C296745;Female;27;Clothing;2;600.16;450.12;Cash;West;Oregon;Istinye Park
I191148;10/30/2016 11:04;C221838;Female;43;Technology;2;2100;1890;Credit Card;South;Florida;Viaport Outlet
I159487;10/30/2016 11:05;C104985;Male;36;Clothing;1;300.08;225.06;Cash;South;Florida;Zorlu Center
I215141;10/30/2016 11:05;C826514;Female;19;Souvenir;1;11.73;8.211;Cash;South;Florida;Kanyon
I235828;10/30/2016 11:05;C267333;Male;21;Books;5;75.75;56.8125;Cash;East;Ohio;Metrocity
I281274;10/30/2016 11:05;C130479;Male;20;Clothing;1;300.08;225.06;Cash;East;Ohio;Kanyon
I135898;10/30/2016 11:06;C310108;Female;23;Toys;2;71.68;50.176;Debit Card;East;Ohio;Metropol AVM
I943072;10/30/2016 11:06;C358486;Female;52;Cosmetics;2;81.32;56.924;Cash;East;Ohio;Metrocity
I142738;10/30/2016 11:06;C208738;Male;24;Clothing;4;1200.32;1140.304;Credit Card;West;Colorado;Kanyon
I304665;10/30/2016 11:06;C111056;Female;20;Food & Beverage;5;26.15;19.6125;Credit Card;West;Colorado;Metropol AVM
I133240;10/30/2016 11:07;C999586;Male;58;Toys;3;107.52;80.64;Credit Card;West;Colorado;Zorlu Center
I215906;10/30/2016 11:07;C296862;Male;21;Clothing;4;1200.32;1140.304;Debit Card;West;Colorado;Mall of Istanbul
I247747;10/30/2016 11:07;C101550;Male;35;Shoes;2;1200.34;1080.306;Cash;West;Colorado;Istinye Park
I227154;10/30/2016 11:07;C278142;Female;29;Cosmetics;3;121.98;91.485;Cash;East;Massachusetts;Kanyon
I133197;10/30/2016 11:07;C330779;Male;68;Cosmetics;2;81.32;56.924;Credit Card;East;Massachusetts;Viaport Outlet
I542618;10/30/2016 11:08;C282968;Female;50;Cosmetics;3;121.98;91.485;Debit Card;East;Massachusetts;Zorlu Center
I522612;10/30/2016 11:08;C852668;Female;44;Toys;3;107.52;80.64;Cash;East;Massachusetts;Kanyon
I336817;10/30/2016 11:08;C274936;Female;47;Clothing;1;300.08;225.06;Cash;East;Massachusetts;Istinye Park
I216982;10/30/2016 11:08;C269751;Female;48;Souvenir;4;46.92;35.19;Cash;Central;Illinois;Metrocity
I317443;10/30/2016 11:09;C136051;Female;39;Toys;1;35.84;25.088;Credit Card;East;New York;Mall of Istanbul
I115679;10/30/2016 11:09;C266462;Male;27;Clothing;11;300.08;285.06;Cash;Central;Michigan;Kanyon
I227707;10/30/2016 11:09;C329163;Female;34;Shoes;4;2400.68;2280.646;Cash;East;Massachusetts;Viaport Outlet
I238456;10/30/2016 11:09;C305398;Female;65;Food & Beverage;1;5.23;3.661;Cash;East;Massachusetts;Kanyon
I940840;10/30/2016 11:10;C267961;Female;53;Cosmetics;2;81.32;56.924;Cash;South;Virginia;Istinye Park
I298805;10/30/2016 11:10;C101248;Female;19;Food & Beverage;3;15.69;10.983;Credit Card;West;Colorado;Kanyon
I169894;10/30/2016 11:10;C165812;Female;19;Clothing;2;600.16;450.12;Cash;West;Colorado;Istinye Park
I183571;10/30/2016 11:10;C339518;Female;31;Food & Beverage;1;5.23;3.661;Credit Card;West;Colorado;Metrocity
I921232;10/30/2016 11:10;C235057;Female;43;Toys;2;71.68;50.176;Cash;West;Colorado;Istinye Park
I130799;10/30/2016 11:11;C103944;Male;42;Clothing;3;900.24;675.18;Credit Card;East;Massachusetts;Metrocity
I199384;10/30/2016 11:11;C260889;Male;58;Books;4;60.6;45.45;Credit Card;South;Florida;Kanyon
I300557;10/30/2016 11:11;C207753;Female;34;Cosmetics;3;121.98;91.485;Debit Card;South;Florida;Istinye Park
I162186;10/30/2016 11:11;C204154;Female;32;Cosmetics;2;81.32;56.924;Debit Card;East;Pennsylvania;Istinye Park
I299125;10/30/2016 11:12;C290344;Male;27;Souvenir;4;46.92;35.19;Credit Card;East;New York;Kanyon
I720017;10/30/2016 11:12;C730395;Female;28;Food & Beverage;2;10.46;7.322;Credit Card;East;New York;Kanyon
I293086;10/30/2016 11:12;C312155;Male;55;Cosmetics;3;121.98;91.485;Credit Card;East;New York;Kanyon
I995407;10/30/2016 11:12;C259743;Female;48;Souvenir;3;35.19;24.633;Cash;East;New York;Metropol AVM
I306845;10/30/2016 11:13;C605200;Female;46;Food & Beverage;4;20.92;15.69;Credit Card;East;New York;Mall of Istanbul
I274190;10/30/2016 11:13;C317850;Female;20;Toys;3;107.52;80.64;Cash;West;Idaho;Metropol AVM
I305432;10/30/2016 11:13;C986860;Male;39;Toys;3;107.52;80.64;Credit Card;West;Oregon;Mall of Istanbul
I224122;10/30/2016 11:13;C236428;Male;44;Clothing;5;1500.4;1425.38;Credit Card;West;Oregon;Mall of Istanbul
I119142;10/30/2016 11:14;C278588;Female;35;Cosmetics;5;203.3;162.64;Debit Card;South;Tennessee;Istinye Park
I117526;10/30/2016 11:14;C154184;Male;48;Cosmetics;5;203.3;162.64;Credit Card;East;Pennsylvania;Zorlu Center
I195735;10/30/2016 11:14;C287459;Female;22;Clothing;1;300.08;225.06;Credit Card;East;Pennsylvania;Kanyon
I243930;10/30/2016 11:14;C617884;Female;52;Technology;3;3150;2677.5;Debit Card;East;Pennsylvania;Istinye Park
I320007;10/30/2016 11:14;C294024;Male;45;Clothing;5;1500.4;1425.38;Debit Card;East;Pennsylvania;Metrocity
I339004;10/30/2016 11:15;C790567;Male;64;Clothing;4;1200.32;1140.304;Credit Card;East;Pennsylvania;Mall of Istanbul
I139437;10/30/2016 11:15;C799447;Male;38;Souvenir;5;58.65;43.9875;Credit Card;East;Pennsylvania;Mall of Istanbul
I325491;10/30/2016 11:15;C144628;Female;45;Shoes;2;1200.34;1080.306;Cash;East;Pennsylvania;Kanyon
I332582;10/30/2016 11:15;C260810;Female;41;Souvenir;5;58.65;43.9875;Cash;East;Pennsylvania;Metropol AVM
I976566;10/30/2016 11:16;C670524;Female;57;Cosmetics;1;40.66;28.462;Cash;West;Oregon;Viaport Outlet
I420592;10/30/2016 11:16;C334281;Male;57;Food & Beverage;4;20.92;15.69;Debit Card;West;Oregon;Kanyon
I312499;10/30/2016 11:16;C314173;Female;60;Books;1;15.15;10.605;Credit Card;West;Oregon;Mall of Istanbul
I304591;10/30/2016 11:16;C122712;Female;44;Food & Beverage;2;10.46;7.322;Debit Card;West;Oregon;Kanyon
I122118;10/30/2016 11:17;C276111;Male;38;Cosmetics;5;203.3;162.64;Cash;West;Oregon;Metrocity
I297539;10/30/2016 11:17;C277924;Male;65;Food & Beverage;3;15.69;10.983;Credit Card;West;Idaho;Mall of Istanbul
I339496;10/30/2016 11:17;C286466;Male;30;Clothing;1;300.08;225.06;Debit Card;East;Pennsylvania;Metropol AVM
I160687;10/30/2016 11:17;C327001;Female;50;Clothing;2;600.16;450.12;Debit Card;East;Pennsylvania;Istinye Park
I153842;10/30/2016 11:17;C509924;Female;19;Food & Beverage;3;15.69;10.983;Credit Card;East;Pennsylvania;Viaport Outlet
I615452;10/30/2016 11:18;C453635;Male;26;Shoes;1;600.17;450.1275;Debit Card;East;Pennsylvania;Metrocity
I908600;10/30/2016 11:18;C259539;Female;54;Cosmetics;4;162.64;130.112;Credit Card;Central;Texas;Viaport Outlet
I708279;10/30/2016 11:18;C729392;Female;63;Cosmetics;3;121.98;91.485;Credit Card;West;Oregon;Zorlu Center
I328691;10/30/2016 11:18;C280085;Female;66;Clothing;2;600.16;450.12;Debit Card;East;Massachusetts;Metrocity
I423782;10/30/2016 11:19;C767634;Female;48;Cosmetics;2;81.32;56.924;Debit Card;East;Massachusetts;Mall of Istanbul
I123315;10/30/2016 11:19;C230018;Male;46;Clothing;2;600.16;450.12;Debit Card;East;Massachusetts;Zorlu Center
I182578;10/30/2016 11:19;C238063;Male;54;Shoes;4;2400.68;2280.646;Cash;East;New York;Kanyon
I403818;10/30/2016 11:19;C308584;Male;62;Books;5;75.75;56.8125;Cash;East;New York;Viaport Outlet
I508712;10/30/2016 11:20;C216619;Female;64;Toys;3;107.52;80.64;Credit Card;East;New York;Mall of Istanbul
I959992;10/30/2016 11:20;C241523;Male;55;Food & Beverage;3;15.69;10.983;Cash;East;New York;Metrocity
I279688;10/30/2016 11:20;C209761;Female;20;Clothing;1;300.08;225.06;Credit Card;East;New York;Istinye Park
I300847;10/30/2016 11:20;C329153;Male;41;Toys;5;179.2;143.36;Credit Card;East;New York;Istinye Park
I170966;10/30/2016 11:21;C126702;Male;54;Food & Beverage;5;26.15;19.6125;Credit Card;East;New York;Istinye Park
I230221;10/30/2016 11:21;C287787;Male;34;Clothing;1;300.08;225.06;Cash;East;New York;Metropol AVM
I317354;10/30/2016 11:21;C142943;Female;31;Clothing;1;300.08;225.06;Cash;East;New York;Metropol AVM
I155404;10/30/2016 11:21;C100484;Male;48;Toys;4;143.36;114.688;Cash;South;North Carolina;Metrocity
I151181;10/30/2016 11:21;C260213;Female;44;Clothing;2;600.16;450.12;Debit Card;South;Georgia;Zorlu Center
I144046;10/30/2016 11:22;C210589;Female;42;Shoes;1;600.17;450.1275;Credit Card;South;Georgia;Kanyon
I959386;10/30/2016 11:22;C885556;Male;25;Shoes;1;600.17;450.1275;Credit Card;East;New York;Mall of Istanbul
I737965;10/30/2016 11:22;C944366;Male;64;Clothing;5;1500.4;1425.38;Cash;East;New York;Kanyon
I194017;10/30/2016 11:22;C462011;Female;67;Technology;5;5250;4725;Cash;East;New York;Kanyon
I252777;10/30/2016 11:23;C262366;Female;55;Clothing;2;600.16;450.12;Cash;East;New York;Zorlu Center
I254142;10/30/2016 11:23;C212400;Female;62;Shoes;3;1800.51;1620.459;Credit Card;West;Oregon;Zorlu Center
I120850;10/30/2016 11:23;C204307;Female;54;Clothing;2;600.16;450.12;Credit Card;East;Delaware;Metrocity
I220285;10/30/2016 11:23;C162871;Female;43;Food & Beverage;4;20.92;15.69;Credit Card;East;Delaware;Kanyon
I180980;10/30/2016 11:24;C119825;Female;30;Clothing;2;600.16;450.12;Cash;East;Delaware;Viaport Outlet
I301451;10/30/2016 11:24;C260171;Female;58;Cosmetics;5;203.3;162.64;Debit Card;East;Delaware;Kanyon
I125700;10/30/2016 11:24;C244973;Male;49;Shoes;5;3000.85;2700.765;Credit Card;Central;Texas;Viaport Outlet
I533062;10/30/2016 11:24;C208765;Female;49;Clothing;3;900.24;675.18;Cash;Central;Texas;Mall of Istanbul
I998874;10/30/2016 11:24;C321053;Female;19;Clothing;5;1500.4;1425.38;Debit Card;West;Arizona;Mall of Istanbul
I325619;10/30/2016 11:25;C183356;Female;58;Food & Beverage;1;5.23;3.661;Debit Card;West;Arizona;Kanyon
I200646;10/30/2016 11:25;C155763;Female;49;Food & Beverage;2;10.46;7.322;Credit Card;West;Arizona;Kanyon
I337094;10/30/2016 11:25;C567509;Female;50;Technology;1;1050;945;Cash;West;Arizona;Zorlu Center
I436935;10/30/2016 11:25;C486241;Female;21;Cosmetics;4;162.64;130.112;Cash;Central;Illinois;Istinye Park
I585560;10/30/2016 11:26;C306892;Male;21;Shoes;2;1200.34;1080.306;Cash;East;Massachusetts;Mall of Istanbul
I191967;10/30/2016 11:26;C266819;Male;63;Cosmetics;5;203.3;162.64;Credit Card;Central;Texas;Kanyon
I304567;10/30/2016 11:26;C317897;Male;30;Souvenir;2;23.46;16.422;Credit Card;Central;Texas;Viaport Outlet
I232809;10/30/2016 11:26;C545424;Male;66;Shoes;5;3000.85;2700.765;Credit Card;Central;Texas;Metrocity
I157441;10/30/2016 11:27;C224223;Female;23;Food & Beverage;4;20.92;15.69;Cash;West;Oregon;Mall of Istanbul
I591015;10/30/2016 11:27;C286181;Female;69;Clothing;1;300.08;225.06;Cash;West;Oregon;Metrocity
I219334;10/30/2016 11:27;C144371;Female;45;Shoes;4;2400.68;2280.646;Credit Card;Central;Michigan;Kanyon
I162719;10/30/2016 11:27;C402433;Male;53;Clothing;5;1500.4;1425.38;Credit Card;South;Florida;Zorlu Center
I237375;10/30/2016 11:28;C297425;Female;50;Books;1;15.15;10.605;Cash;South;Florida;Istinye Park
I289611;10/30/2016 11:28;C222906;Female;45;Clothing;3;900.24;675.18;Debit Card;East;Pennsylvania;Istinye Park
I217650;10/30/2016 11:28;C236397;Female;47;Food & Beverage;3;15.69;10.983;Debit Card;East;Pennsylvania;Viaport Outlet
I214129;10/30/2016 11:28;C309079;Female;36;Clothing;1;300.08;225.06;Debit Card;East;Ohio;Metrocity
I300799;10/30/2016 11:28;C116633;Female;61;Food & Beverage;3;15.69;10.983;Cash;East;New York;Metropol AVM
I163771;10/30/2016 11:29;C259606;Female;46;Toys;4;143.36;114.688;Credit Card;East;New York;Mall of Istanbul
I252528;10/30/2016 11:29;C333065;Male;47;Technology;5;5250;4725;Debit Card;West;Washington;Istinye Park
I147387;10/30/2016 11:29;C211494;Female;38;Clothing;5;1500.4;1425.38;Cash;West;Washington;Mall of Istanbul
I186255;10/30/2016 11:29;C302831;Female;41;Clothing;1;300.08;225.06;Credit Card;Central;Illinois;Kanyon
I308341;10/30/2016 11:30;C282397;Male;29;Clothing;4;1200.32;1140.304;Cash;West;Idaho;Istinye Park
I177664;10/30/2016 11:30;C233697;Female;58;Cosmetics;3;121.98;91.485;Credit Card;East;Delaware;Kanyon
I278519;10/30/2016 11:30;C129976;Male;69;Technology;3;3150;2677.5;Debit Card;East;Delaware;Istinye Park
I160636;10/30/2016 11:30;C812053;Female;53;Cosmetics;4;162.64;130.112;Cash;Central;Michigan;Metropol AVM
I306136;10/30/2016 11:31;C324783;Male;26;Food & Beverage;1;5.23;3.661;Cash;Central;Texas;Metrocity
I240224;10/30/2016 11:31;C281502;Male;53;Food & Beverage;1;5.23;3.661;Cash;Central;Texas;Mall of Istanbul
I227030;10/30/2016 11:31;C433234;Female;63;Clothing;4;1200.32;1140.304;Credit Card;Central;Texas;Istinye Park
I258204;10/30/2016 11:31;C167183;Female;54;Clothing;1;300.08;225.06;Credit Card;Central;Texas;Zorlu Center
I231070;10/30/2016 11:31;C311195;Female;54;Clothing;5;1500.4;1425.38;Debit Card;South;Florida;Viaport Outlet
I434983;10/30/2016 11:32;C107399;Male;45;Souvenir;2;23.46;16.422;Credit Card;South;North Carolina;Istinye Park
I326925;10/30/2016 11:32;C992967;Female;62;Toys;4;143.36;114.688;Credit Card;East;New York;Kanyon
I183840;10/30/2016 11:32;C246719;Female;18;Clothing;1;300.08;225.06;Credit Card;West;Oregon;Viaport Outlet
I533184;10/30/2016 11:32;C220859;Female;44;Shoes;5;3000.85;2700.765;Credit Card;West;Oregon;Zorlu Center
I735039;10/30/2016 11:33;C285422;Male;50;Clothing;1;300.08;225.06;Cash;West;Oregon;Metropol AVM
I319997;10/30/2016 11:33;C217049;Male;31;Clothing;5;1500.4;1425.38;Credit Card;West;Oregon;Istinye Park
I228150;10/30/2016 11:33;C141094;Male;62;Clothing;5;1500.4;1425.38;Cash;West;Oregon;Zorlu Center
I215373;10/30/2016 11:33;C310628;Female;20;Clothing;5;1500.4;1425.38;Debit Card;West;Oregon;Kanyon
I275695;10/30/2016 11:34;C297711;Female;65;Books;5;75.75;56.8125;Cash;West;Oregon;Mall of Istanbul
I107255;10/30/2016 11:34;C211354;Female;63;Souvenir;1;11.73;8.211;Cash;West;Oregon;Metrocity
I301538;10/30/2016 11:34;C281864;Female;57;Food & Beverage;4;20.92;15.69;Cash;West;Oregon;Mall of Istanbul
I119469;10/30/2016 11:34;C234177;Female;59;Clothing;1;300.08;225.06;Debit Card;West;Washington;Metropol AVM
I678313;10/30/2016 11:35;C335822;Female;44;Clothing;4;1200.32;1140.304;Debit Card;West;Washington;Zorlu Center
I264491;10/30/2016 11:35;C107261;Female;63;Cosmetics;5;203.3;162.64;Credit Card;West;Oregon;Metropol AVM
I177957;10/30/2016 11:35;C653357;Male;65;Clothing;4;1200.32;1140.304;Cash;West;Oregon;Istinye Park
I188384;10/30/2016 11:35;C327084;Female;68;Clothing;1;300.08;225.06;Cash;South;Kentucky;Istinye Park
I527111;10/30/2016 11:35;C218706;Female;21;Food & Beverage;2;10.46;7.322;Debit Card;West;Oregon;Metropol AVM
I152252;10/30/2016 11:36;C321931;Female;33;Books;5;75.75;56.8125;Credit Card;West;Oregon;Mall of Istanbul
I131076;10/30/2016 11:36;C403983;Female;23;Souvenir;2;23.46;16.422;Cash;West;Colorado;Metrocity
I151031;10/30/2016 11:36;C137912;Female;49;Souvenir;5;58.65;43.9875;Cash;East;Massachusetts;Mall of Istanbul
I638444;10/30/2016 11:36;C229733;Male;57;Shoes;2;1200.34;1080.306;Credit Card;East;Massachusetts;Metropol AVM
I884439;10/30/2016 11:37;C304835;Female;54;Toys;4;143.36;114.688;Credit Card;South;Alabama;Kanyon
I381853;10/30/2016 11:37;C124933;Female;41;Cosmetics;3;121.98;91.485;Credit Card;Central;Michigan;Zorlu Center
I104404;10/30/2016 11:37;C111115;Female;21;Shoes;3;1800.51;1620.459;Cash;Central;Michigan;Kanyon
I926542;10/30/2016 11:37;C248988;Female;45;Toys;1;35.84;25.088;Debit Card;East;New York;Kanyon
I263473;10/30/2016 11:38;C162574;Female;58;Shoes;3;1800.51;1620.459;Credit Card;Central;Texas;Kanyon
I177317;10/30/2016 11:38;C331880;Male;53;Food & Beverage;4;20.92;15.69;Cash;South;North Carolina;Mall of Istanbul
I941223;10/30/2016 11:38;C291911;Female;53;Clothing;5;1500.4;1425.38;Credit Card;South;North Carolina;Zorlu Center
I323436;10/30/2016 11:38;C153958;Male;39;Food & Beverage;5;26.15;19.6125;Debit Card;South;North Carolina;Kanyon
